"project","forked","stars","forks","watchers","repoAvailable","parentProject","rootProject","mainRepo","cloneUrl","lastUpdate","numberOfCommits","numberOfTags","numberOfContributors","jmhVersion","numberOfBenchmarks","javaTarget","javaSource","firstBenchmarkFound","lastCommit","lastCommitHash","defaultBranch"
"fengshao0907/servo","true","0","0","0","true","Netflix/servo","Netflix/servo","","https://github.com/fengshao0907/servo.git","2015-08-11T13:36:54Z","1122","69","21","","2","1.8","1.8","","","dda7416c2f9214f03bea48cc202f3f4cafb8f0d5","master"
"sakuna63/requery","true","0","0","0","true","requery/requery","requery/requery","","https://github.com/sakuna63/requery.git","2016-10-17T13:50:58Z","521","28","10","1.12","2","1.7","1.7","","","3e6ae56395a6034c05a727359354a0092cee1a4a","master"
"Ajeet-Ganga/howToGuide","false","0","0","1","true","","Ajeet-Ganga/howToGuide","true","https://github.com/Ajeet-Ganga/howToGuide.git","2015-07-01T06:24:47Z","6","0","1","","5","","","1435821186","1435821186","5ef9ff3f40ea7923eb8f098fe5f59b6010ae8d48","master"
"WriskHQ/logback-ext","true","2","7","2","true","trautonen/logback-ext","trautonen/logback-ext","","https://github.com/WriskHQ/logback-ext.git","2017-03-28T19:42:04Z","123","8","3","1.14","2","1.8","1.8","","","c9a5aae35182d5f09038eee9647ed1dfc9241abc","master"
"jMotif/fastdtw","true","2","1","2","true","davidmoten/fastdtw","cscotta/fastdtw","","https://github.com/jMotif/fastdtw.git","2019-03-02T14:20:16Z","98","1","2","1.2","2","1.6","1.6","","","1e89ca622d56e384960d4a3795c68354cee543a9","master"
"EmteZogaf/rxjava-jdbc","true","0","0","1","true","davidmoten/rxjava-jdbc","davidmoten/rxjava-jdbc","","https://github.com/EmteZogaf/rxjava-jdbc.git","2016-04-06T15:08:58Z","763","19","8","01.09.2003","2","1.7","","","","9a755c07ae83d865b2b3e83370b36283f89415b9","master"
"dpolivaev/rest-schemagen","true","0","0","1","true","Mercateo/rest-schemagen","Mercateo/rest-schemagen","","https://github.com/dpolivaev/rest-schemagen.git","2016-04-08T14:50:57Z","158","4","4","1.18","2","1.8","1.8","","","c67514ace7ff14f1859e7be3d7bf428b8b2fbbf7","master"
"geekboxzone/mmallow-external-okhttp","false","","","","false","","","","","","","","","","","","","","","",""
"sdeleuze/reactor-core","true","1","0","0","true","reactor/reactor-core","reactor/reactor-core","","https://github.com/sdeleuze/reactor-core.git","2017-04-13T18:22:14Z","2023","0","58","","2","1.8","1.8","","","2afed93ecdf519a997660c0a9686dbe9134b605c","master"
"ccortezb/servo","true","0","0","1","true","Netflix/servo","Netflix/servo","","https://github.com/ccortezb/servo.git","2015-08-28T15:32:21Z","1124","70","21","","2","1.8","1.8","","","58626feb90da122aa8a386dc2b6bfdfddabf500b","master"
"sensaid/servo","true","0","0","1","true","Netflix/servo","Netflix/servo","","https://github.com/sensaid/servo.git","2015-09-16T16:54:32Z","1131","72","21","","2","1.8","1.8","","","4e61b871688bbadfdd30e2702bf99ea49641b030","master"
"metaml/htm-java","false","","","","false","","","","","","","","","","","","","","","",""
"fischmax/rest-schemagen","true","0","0","1","true","Mercateo/rest-schemagen","Mercateo/rest-schemagen","","https://github.com/yasammez/rest-schemagen.git","2016-04-11T13:29:30Z","75","0","3","01.11.2003","2","1.8","1.8","","","6596ab2909b8a2190e76a0cdbc30cd3c506fb20c","master"
"codehaus-plexus/plexus-utils","true","18","20","8","true","krosenvold/plexus-utils","sonatype/plexus-utils","","https://github.com/codehaus-plexus/plexus-utils.git","2019-08-07T03:20:06Z","801","64","24","1.21","2","","","","","6102699b8f6030091fc647e01b2de41e21c3106f","master"
"boulzordev/android-external-okhttp","false","","","","false","","","","","","","","","","","","","","","",""
"scalecube/rsocket-transport-aeron","true","4","1","17","true","rsocket/rsocket-transport-aeron","rsocket/rsocket-transport-aeron","","https://github.com/scalecube/rsocket-transport-aeron.git","2019-07-29T12:20:45Z","173","13","7","1.21","2","","","","","8af9f83b95b07fc20ac56b74b0475b14f73c5cf7","develop"
"wesamhaboush/furmat","false","0","0","1","true","","wesamhaboush/furmat","true","https://github.com/wesamhaboush/furmat.git","2015-10-03T03:58:09Z","6","0","1","1.11","5","1.8","1.8","1444165532","1444165532","79a9935ae194824c6a1c47bebe59f6ecacab21e3","master"
"svenruppert/rapidpm-microservice","false","5","4","11","true","","svenruppert/rapidpm-microservice","true","https://github.com/svenruppert/rapidpm-microservice.git","2018-08-13T06:24:56Z","410","2","6","","2","10","10","1438380000","1533631072","d9fd19335a1f1ff10b3a041947c0821aaec38c44","develop"
"blalasaadri/junit-lambda-benchmark","false","0","0","1","true","","blalasaadri/junit-lambda-benchmark","true","https://github.com/blalasaadri/junit-lambda-benchmark.git","2014-05-30T00:07:07Z","6","0","1","0.7.3","0","1.8","1.8","","1401408396","","master"
"orbit/orbit","false","1400","156","104","true","","orbit/orbit","","https://github.com/orbit/orbit.git","2019-08-17T14:06:20Z","6","0","1","","0","","","","","","master"
"twitter/hpack","false","156","42","135","true","","twitter/hpack","true","https://github.com/twitter/hpack.git","2019-08-13T15:32:20Z","63","13","5","01.07.2001","2","1.6","1.6","1430431200","1559868359","713612a439aa8f9b22cf4840054f9e7b3a787c02","master"
"jjenkov/iap-tools-java-benchmarks","false","5","3","3","true","","jjenkov/iap-tools-java-benchmarks","true","https://github.com/jjenkov/iap-tools-java-benchmarks.git","2017-08-07T16:48:49Z","5","0","1","01.10.2005","372","1.8","","1448924400","1453221677","10e92208cf00e62f2eb364cbfe9ab5fca214b639","master"
"kaustubh-walokar/grpc-poll-service","false","0","0","1","true","","kaustubh-walokar/grpc-poll-service","true","https://github.com/kaustubh-walokar/grpc-poll-service.git","2016-10-24T20:09:52Z","5","0","1","0.9","36","1.6","1.6","1427059601","1427066845","5c0529cf475f9d629b54032e9650dbd1b7925e78","master"
"waffle/waffle","false","336","160","43","true","","waffle/waffle","true","https://github.com/Waffle/waffle.git","2019-08-20T04:23:51Z","2424","53","46","1.21","2","1.8","1.8","1525125600","1565917170","aa91a8c94db1bd8e69ca48acac5ea5853af1c083","master"
"patds/okio","false","","","","false","","","","","","","","","","","","","","","",""
"abstools/timsort-benchmark","false","0","0","10","true","","abstools/timsort-benchmark","true","https://github.com/abstools/timsort-benchmark.git","2015-04-20T07:41:48Z","5","0","1","1.8","22","1.7","","1429515679","1429515679","3fb89322ad3a8822a408ddce1e4e3d32154cacce","master"
"hobinyoon/apache-cassandra-3-0-5-src","false","","","","false","","","","","","","","","","","","","","","",""
"MarkBruns/simple-binary-encoding","false","","","","false","","","","","","","","","","","","","","","",""
"manhcuongkd/blynk-server","false","0","0","1","true","","manhcuongkd/blynk-server","true","https://github.com/manhcuongkd/blynk-server.git","2017-05-12T14:29:15Z","5","0","1","1.13","20","1.8","1.8","1494599257","1494692004","44865d4fcd086761c965534f94be8cd90ae0499a","master"
"alexo/spinner","false","1","0","1","true","","alexo/spinner","true","https://github.com/alexo/spinner.git","2016-06-07T09:40:58Z","13","1","1","01.01.2001","1","","","1413299970","1465292447","6805418ddbd63867585dd9e4e74f7591928e9300","master"
"andrey-vasilyev/gosthash","false","1","0","1","true","","andrey-vasilyev/gosthash","true","https://github.com/andrey-vasilyev/gosthash.git","2018-02-17T05:02:50Z","12","2","1","1.12","1","","","1467324000","1469473365","5373f8a8447234b1114be8ce75bbc51207931f38","master"
"apptik/JustJson","false","12","16","5","true","","apptik/JustJson","true","https://github.com/apptik/JustJson.git","2019-02-08T10:19:05Z","235","1","2","1.17.4","1","1.7","1.7","1496268000","1508705473","c90f0dd7f84df26da4749be8cd9b026fff499a79","master"
"drankye/bufferalloc","false","0","0","1","true","","drankye/bufferalloc","true","https://github.com/drankye/bufferalloc.git","2014-10-16T08:03:50Z","5","0","1","0.9.1","12","1.7","1.7","1413477577","1413477577","63ca54c89f1bd160ca56c7f7e753f085fcea8acf","master"
"ThreeTen/threeten-bench","false","0","1","2","true","","ThreeTen/threeten-bench","true","https://github.com/ThreeTen/threeten-bench.git","2018-03-19T17:55:00Z","5","0","1","01.04.2001","11","1.8","","1451602800","1452169884","6dafe5252de378cbb62c5d30681552e4bb61cbc5","master"
"bckfnn/taggersty","false","1","0","1","true","","bckfnn/taggersty","true","https://github.com/bckfnn/taggersty.git","2016-04-17T20:18:52Z","77","5","2","01.09.2003","1","1.8","1.8","1459461600","1464720395","66da11df6b49783c0e7ae36dc6e921907c3c212f","develop"
"irobertson/invokedynamic-talk-code","false","4","1","1","true","","irobertson/invokedynamic-talk-code","true","https://github.com/irobertson/invokedynamic-talk-code.git","2015-06-27T02:14:48Z","5","0","1","1.0.1","7","1.8","1.8","1412180257","1412180257","7c33dd57795294057526413e4b4fcb93ca258c40","master"
"bensteinert/chromarenderer-java","false","2","1","1","true","","bensteinert/chromarenderer-java","true","https://github.com/bensteinert/chromarenderer-java.git","2016-11-21T17:17:01Z","152","1","1","","1","1.8","1.8","1486664025","1486664025","6be39e46a11770fa24029ca7b4a8adde55123dca","master"
"bingoohuang/eql","false","178","86","46","true","","bingoohuang/eql","true","https://github.com/bingoohuang/eql.git","2019-08-14T08:31:54Z","540","67","7","1.21","1","","","1517439600","1558533092","1c12259796ab230d1bde2694df863a85b0fb6766","master"
"jmiettinen/jradixheap","false","0","0","1","true","","jmiettinen/jradixheap","true","https://github.com/jmiettinen/jradixheap.git","2015-09-26T11:14:03Z","5","0","1","1.11","6","1.7","1.7","1443375138","1443375138","c969bd0d90919635fc0ff12ef6ab7032f15b98bd","master"
"hhu-stups/bmoth","false","6","1","8","true","","hhu-stups/bmoth","true","https://github.com/bmoth-mc/bmoth.git","2018-06-22T14:35:42Z","1428","3","11","1.19","1","","","1498860000","1529678132","de5aa056337408b91f369fb96938121a6ad9d5ac","develop"
"K0zka/benchmarx","false","0","1","1","true","","K0zka/benchmarx","","https://github.com/K0zka/benchmarx.git","2014-08-06T20:22:56Z","5","0","1","0.9.3","5","1.6","1.6","","","7c223a0194d17af67eee0369e5cd422e7f1762d0","master"
"jharting/weld-collections-benchmark","false","0","1","1","true","","jharting/weld-collections-benchmark","true","https://github.com/jharting/weld-collections-benchmark.git","2014-10-22T11:14:08Z","5","0","2","01.01.2001","4","1.8","1.8","1414796400","1415181553","c48787c0ae41eabe289aa172326b8f28f479cf31","master"
"canepat/Helios","false","2","0","2","true","","canepat/Helios","true","https://github.com/canepat/Helios.git","2018-10-25T14:48:21Z","58","4","1","","1","1.8","1.8","1464732000","1481969520","8e0b7775f1da8a874ee6c9081d3652f3236181a9","master"
"codahale/usl4j","false","185","3","9","true","","codahale/usl4j","true","https://github.com/codahale/usl4j.git","2019-07-31T17:54:44Z","162","14","1","","1","","","1496268000","1554003601","15ef46d9800a02de8a56228d19976ffdef741f74","master"
"YUPlayGodDev/platform-external-okhttp","false","","","","false","","","","","","","","","","","","","","","",""
"blu3r4y/mx","false","","","","false","","","","","","","","","","","","","","","",""
"dafei1288/max","false","7","0","1","true","","dafei1288/max","true","https://github.com/dafei1288/max.git","2019-06-25T06:04:31Z","69","2","0","1.2","1","1.8","1.8","1525125600","1526365868","779dafa81f6e517efac37771b2ce4b5f25a08b9f","master"
"ipogudin/examples","false","0","0","1","true","","ipogudin/examples","true","https://github.com/ipogudin/examples.git","2015-03-01T06:49:14Z","5","0","1","01.04.2001","3","1.8","1.8","1425164400","1447583207","819b6509cca1c258174002676f7412e387368afa","master"
"davidmoten/rxjava2-http","false","13","3","4","true","","davidmoten/rxjava2-http","true","https://github.com/davidmoten/rxjava2-http.git","2019-08-13T10:12:09Z","283","7","2","1.21","1","1.8","","1530396000","1565691121","dd802ae94d0011a7059be666573b6a0e0d08c34f","master"
"davidmoten/rxjava-extras","false","265","28","16","true","","davidmoten/rxjava-extras","true","https://github.com/davidmoten/rxjava-extras.git","2019-08-01T00:58:46Z","1423","91","7","01.11.2001","1","1.6","","1430431200","1525245164","a91d2ba7d454843250e0b0fce36084f9fb02a551","master"
"maxdemarzi/neo-dislikes","false","","","","false","","","","","","","","","","","","","","","",""
"davidmoten/word-wrap","false","6","2","1","true","","davidmoten/word-wrap","true","https://github.com/davidmoten/word-wrap.git","2019-05-16T21:00:57Z","127","7","1","01.11.2001","1","1.8","","1533074400","1552298946","6e5f71be0b5473371c99bd84845180392745c9eb","master"
"Codearte/duramen","false","40","4","6","true","","Codearte/duramen","true","https://github.com/Devskiller/duramen.git","2019-07-11T20:53:23Z","107","8","3","1.19","1","","","1406844000","1540856005","d4503e425a04e1a70741a6675e29b6b44c2fbcb2","master"
"MarioRose/inspectIT","false","","","","false","","","","","","","","","","","","","","","",""
"dimagi/commcare-core","false","10","11","20","true","","dimagi/commcare-core","true","https://github.com/dimagi/commcare-core.git","2019-07-26T05:55:58Z","9744","82","24","1.17.3","1","","1.8","1485903600","1564120554","7c61f30fe0f2e4bbd9c5853132641616abc7a5ed","master"
"ind9/metrics","false","","","","false","","","","","","","","","","","","","","","",""
"dmart28/reveno","false","252","60","43","true","","dmart28/reveno","true","https://github.com/dmart28/reveno.git","2019-08-12T12:11:21Z","421","17","2","1.21","1","","","1459461600","1559629016","c05651fb041553d92178eb572ebad3be98b1d654","develop"
"spena/parquet-mr","false","","","","false","","","","","","","","","","","","","","","",""
"IRus/Instanceof-vs-Try-Catch","false","0","0","1","true","","IRus/Instanceof-vs-Try-Catch","true","https://github.com/IRus/Instanceof-vs-Try-Catch.git","2018-06-17T22:03:36Z","5","0","1","1.12","2","","","1464732000","1529273007","2513ca44f6f4db46abbd45e7cc3d635a48d19493","master"
"stagemonitor/stagemonitor","false","1487","248","123","true","","stagemonitor/stagemonitor","true","https://github.com/stagemonitor/stagemonitor.git","2019-08-16T10:24:37Z","1908","98","24","1.21","7","1.8","1.8","1430431200","1565258504","cbc8435fe523c3a2aa6a4b0475f3abdffd2c743a","master"
"eternita/frontcache","false","7","3","4","true","","eternita/frontcache","true","https://github.com/eternita/frontcache.git","2019-07-31T07:16:51Z","566","10","2","01.11.2002","1","1.7","1.7","1485903600","1550535047","19f0eb0782c9a71740ebcfa240363c3b2413e0f3","master"
"willfleury/client-java","false","","","","false","","","","","","","","","","","","","","","",""
"jfaleiro/keyvalue","false","0","0","1","true","","jfaleiro/keyvalue","true","https://github.com/jfaleiro/keyvalue.git","2015-10-26T22:19:22Z","5","0","1","01.03.2002","1","","1.8","1445898436","1445898436","261e3ad8f6f636358880311c925fe41365111ed2","master"
"graalvm/mx","false","79","56","39","true","","graalvm/mx","true","https://github.com/graalvm/mx.git","2019-08-19T13:10:04Z","3989","325","62","","1","","","1464732000","1566378855","588b9c6454e8976e8e2f92c37e2fb56a666d3d93","master"
"GumTreeDiff/gumtree","false","295","91","22","true","","GumTreeDiff/gumtree","true","https://github.com/GumTreeDiff/gumtree.git","2019-08-16T22:13:25Z","636","5","15","","1","1.8","1.8","1454281200","1562232365","8ba45cd6f1186b0caef72b07730dc65facf9820c","develop"
"hawkular/hawkular-metrics","false","219","76","39","true","","hawkular/hawkular-metrics","true","https://github.com/hawkular/hawkular-metrics.git","2019-08-13T15:37:35Z","3237","116","31","1.17.4","1","1.8","","1467324000","1564725067","269e4f97e620ec45ec6813b676c3694e4ca25945","master"
"ashishbende/RPC-API","false","1","0","1","true","","ashishbende/RPC-API","true","https://github.com/ashishbende/RPC-API.git","2016-04-06T08:01:51Z","4","0","1","0.9","36","1.6","1.6","1427082118","1427082118","bc97de238a3af05b1f468d4d7ccb9ecc92322705","master"
"jchambers/java-otp","false","135","52","11","true","","jchambers/java-otp","true","https://github.com/jchambers/java-otp.git","2019-08-18T21:47:25Z","54","2","1","1.21","1","1.8","1.8","1561932000","1562440961","87fb666b6cf25345a6ed01c8d62d82b780ce4f3d","master"
"j-easy/easy-batch","false","383","125","45","true","","j-easy/easy-batch","true","https://github.com/j-easy/easy-batch.git","2019-08-18T18:38:55Z","1719","21","17","1.19","1","1.7","1.7","1420066800","1558566582","bc1683c621c71ea203e9b9cc62a6e4bae8c2806b","master"
"msteindorfer/oopsla15-artifact","false","28","5","2","true","","msteindorfer/oopsla15-artifact","true","https://github.com/msteindorfer/oopsla15-artifact.git","2018-12-24T20:22:23Z","4","0","1","1.11","22","1.8","1.8","1440097988","1451998172","f6e37eeaab74146f68657b394b75863909b8fe2d","master"
"junkdog/artemis-odb","false","542","90","37","true","","junkdog/artemis-odb","true","https://github.com/junkdog/artemis-odb.git","2019-08-17T16:12:57Z","1731","53","24","01.01.2001","1","1.7","1.7","1438380000","1564438722","7b0cdefcd1e651b8fc0a378d1d4681a943b657f8","develop"
"kgilmer/XMLObjectIterable","false","0","0","1","true","","kgilmer/XMLObjectIterable","true","https://github.com/kgilmer/XMLObjectIterable.git","2016-03-27T15:48:13Z","47","13","1","","1","1.7","1.7","1470002400","1475041827","73bfbbb9819df387563b57ae6435585213b6b709","master"
